Date,flux_primaire_pro_format,instance,recus
2023-02-12,FLUX UNIF,COMMERCE,11.0
2023-02-12,FLUX UNIF,SAV,134.0
2023-02-13,FLUX AD,SAV,136.0
2023-02-13,FLUX RPC,COMMERCE,1246.0
2023-02-13,FLUX RPC SAV AUTOLOC,SAV,479.0
2023-02-13,FLUX RPC SAV COMPLEX,SAV,443.0
2023-02-13,FLUX UNIF,COMMERCE,146.0
2023-02-13,FLUX UNIF,SAV,471.0
2023-02-14,FLUX AD,SAV,73.0
2023-02-14,FLUX RPC,COMMERCE,1212.0
2023-02-14,FLUX RPC SAV AUTOLOC,SAV,477.0
2023-02-14,FLUX RPC SAV COMPLEX,SAV,322.0
2023-02-14,FLUX UNIF,COMMERCE,156.0
2023-02-14,FLUX UNIF,SAV,373.0
2023-02-15,FLUX AD,SAV,104.0
2023-02-15,FLUX RPC,COMMERCE,1346.0
2023-02-15,FLUX RPC SAV AUTOLOC,SAV,500.0
2023-02-15,FLUX RPC SAV COMPLEX,SAV,402.0
2023-02-15,FLUX UNIF,COMMERCE,171.0
2023-02-15,FLUX UNIF,SAV,537.0
2023-02-16,FLUX AD,SAV,108.0
2023-02-16,FLUX RPC,COMMERCE,1229.0
2023-02-16,FLUX RPC SAV AUTOLOC,SAV,462.0
2023-02-16,FLUX RPC SAV COMPLEX,SAV,369.0
2023-02-16,FLUX UNIF,COMMERCE,175.0
2023-02-16,FLUX UNIF,SAV,490.0
2023-02-17,FLUX AD,SAV,160.0
2023-02-17,FLUX RPC,COMMERCE,1079.0
2023-02-17,FLUX RPC SAV AUTOLOC,SAV,367.0
2023-02-17,FLUX RPC SAV COMPLEX,SAV,304.0
2023-02-17,FLUX UNIF,COMMERCE,124.0
2023-02-17,FLUX UNIF,SAV,412.0
2023-02-18,FLUX AD,SAV,41.0
2023-02-18,FLUX RPC,COMMERCE,479.0
2023-02-18,FLUX RPC SAV AUTOLOC,SAV,60.0
2023-02-18,FLUX RPC SAV COMPLEX,SAV,40.0
2023-02-18,FLUX UNIF,COMMERCE,42.0
2023-02-18,FLUX UNIF,SAV,199.0
2023-02-19,FLUX AD,SAV,20.0
2023-02-19,FLUX RPC,COMMERCE,300.0
2023-02-19,FLUX RPC SAV AUTOLOC,SAV,39.0
2023-02-19,FLUX RPC SAV COMPLEX,SAV,54.0
2023-02-19,FLUX UNIF,COMMERCE,12.0
2023-02-19,FLUX UNIF,SAV,156.0
2023-02-20,FLUX AD,SAV,224.0
2023-02-20,FLUX RPC,COMMERCE,1125.0
2023-02-20,FLUX RPC SAV AUTOLOC,SAV,444.0
2023-02-20,FLUX RPC SAV COMPLEX,SAV,376.0
2023-02-20,FLUX UNIF,COMMERCE,141.0
2023-02-20,FLUX UNIF,SAV,466.0
2023-02-21,FLUX AD,SAV,283.0
2023-02-21,FLUX RPC,COMMERCE,1217.0
2023-02-21,FLUX RPC SAV AUTOLOC,SAV,479.0
2023-02-21,FLUX RPC SAV COMPLEX,SAV,272.0
2023-02-21,FLUX UNIF,COMMERCE,139.0
2023-02-21,FLUX UNIF,SAV,483.0
2023-02-22,FLUX AD,SAV,154.0
2023-02-22,FLUX RPC,COMMERCE,1031.0
2023-02-22,FLUX RPC SAV AUTOLOC,SAV,478.0
2023-02-22,FLUX RPC SAV COMPLEX,SAV,247.0
2023-02-22,FLUX UNIF,COMMERCE,144.0
2023-02-22,FLUX UNIF,SAV,418.0
2023-02-23,FLUX AD,SAV,147.0
2023-02-23,FLUX RPC,COMMERCE,1076.0
2023-02-23,FLUX RPC SAV AUTOLOC,SAV,465.0
2023-02-23,FLUX RPC SAV COMPLEX,SAV,298.0
2023-02-23,FLUX UNIF,COMMERCE,145.0
2023-02-23,FLUX UNIF,SAV,434.0
2023-02-24,FLUX AD,SAV,76.0
2023-02-24,FLUX RPC,COMMERCE,830.0
2023-02-24,FLUX RPC SAV AUTOLOC,SAV,425.0
2023-02-24,FLUX RPC SAV COMPLEX,SAV,204.0
2023-02-24,FLUX UNIF,COMMERCE,100.0
2023-02-24,FLUX UNIF,SAV,297.0
2023-02-25,FLUX AD,SAV,20.0
2023-02-25,FLUX RPC,COMMERCE,354.0
2023-02-25,FLUX RPC SAV AUTOLOC,SAV,94.0
2023-02-25,FLUX RPC SAV COMPLEX,SAV,57.0
2023-02-25,FLUX UNIF,COMMERCE,25.0
2023-02-25,FLUX UNIF,SAV,161.0
2023-02-26,FLUX AD,SAV,19.0
2023-02-26,FLUX RPC,COMMERCE,306.0
2023-02-26,FLUX RPC SAV AUTOLOC,SAV,28.0
2023-02-26,FLUX RPC SAV COMPLEX,SAV,57.0
2023-02-26,FLUX UNIF,COMMERCE,9.0
2023-02-26,FLUX UNIF,SAV,182.0
2023-02-27,FLUX AD,SAV,93.0
2023-02-27,FLUX RPC,COMMERCE,1121.0
2023-02-27,FLUX RPC SAV AUTOLOC,SAV,490.0
2023-02-27,FLUX RPC SAV COMPLEX,SAV,265.0
2023-02-27,FLUX UNIF,COMMERCE,118.0
2023-02-27,FLUX UNIF,SAV,452.0
2023-02-28,FLUX AD,SAV,174.0
2023-02-28,FLUX RPC,COMMERCE,1153.0
2023-02-28,FLUX RPC SAV AUTOLOC,SAV,518.0
2023-02-28,FLUX RPC SAV COMPLEX,SAV,292.0
2023-02-28,FLUX UNIF,COMMERCE,136.0
2023-02-28,FLUX UNIF,SAV,455.0
2023-03-01,FLUX AD,SAV,139.0
2023-03-01,FLUX RPC,COMMERCE,1171.0
2023-03-01,FLUX RPC SAV AUTOLOC,SAV,454.0
2023-03-01,FLUX RPC SAV COMPLEX,SAV,331.0
2023-03-01,FLUX UNIF,COMMERCE,134.0
2023-03-01,FLUX UNIF,SAV,461.0
2023-03-02,FLUX AD,SAV,108.0
2023-03-02,FLUX RPC,COMMERCE,1070.0
2023-03-02,FLUX RPC SAV AUTOLOC,SAV,475.0
2023-03-02,FLUX RPC SAV COMPLEX,SAV,263.0
2023-03-02,FLUX UNIF,COMMERCE,143.0
2023-03-02,FLUX UNIF,SAV,380.0
2023-03-03,FLUX AD,SAV,104.0
2023-03-03,FLUX RPC,COMMERCE,976.0
2023-03-03,FLUX RPC SAV AUTOLOC,SAV,424.0
2023-03-03,FLUX RPC SAV COMPLEX,SAV,255.0
2023-03-03,FLUX UNIF,COMMERCE,128.0
2023-03-03,FLUX UNIF,SAV,390.0
2023-03-04,FLUX AD,SAV,39.0
2023-03-04,FLUX RPC,COMMERCE,425.0
2023-03-04,FLUX RPC SAV AUTOLOC,SAV,75.0
2023-03-04,FLUX RPC SAV COMPLEX,SAV,76.0
2023-03-04,FLUX UNIF,COMMERCE,30.0
2023-03-04,FLUX UNIF,SAV,221.0
2023-03-05,FLUX AD,SAV,32.0
2023-03-05,FLUX RPC,COMMERCE,318.0
2023-03-05,FLUX RPC SAV AUTOLOC,SAV,36.0
2023-03-05,FLUX RPC SAV COMPLEX,SAV,59.0
2023-03-05,FLUX UNIF,COMMERCE,6.0
2023-03-05,FLUX UNIF,SAV,152.0
2023-03-06,FLUX AD,SAV,93.0
2023-03-06,FLUX RPC,COMMERCE,1244.0
2023-03-06,FLUX RPC SAV AUTOLOC,SAV,592.0
2023-03-06,FLUX RPC SAV COMPLEX,SAV,305.0
2023-03-06,FLUX UNIF,COMMERCE,185.0
2023-03-06,FLUX UNIF,SAV,452.0
2023-03-07,FLUX AD,SAV,118.0
2023-03-07,FLUX RPC,COMMERCE,1318.0
2023-03-07,FLUX RPC SAV AUTOLOC,SAV,503.0
2023-03-07,FLUX RPC SAV COMPLEX,SAV,403.0
2023-03-07,FLUX UNIF,COMMERCE,155.0
2023-03-07,FLUX UNIF,SAV,535.0
2023-03-08,FLUX AD,SAV,120.0
2023-03-08,FLUX RPC,COMMERCE,1133.0
2023-03-08,FLUX RPC SAV AUTOLOC,SAV,426.0
2023-03-08,FLUX RPC SAV COMPLEX,SAV,268.0
2023-03-08,FLUX UNIF,COMMERCE,175.0
2023-03-08,FLUX UNIF,SAV,379.0
2023-03-09,FLUX AD,SAV,120.0
2023-03-09,FLUX RPC,COMMERCE,1158.0
2023-03-09,FLUX RPC SAV AUTOLOC,SAV,514.0
2023-03-09,FLUX RPC SAV COMPLEX,SAV,315.0
2023-03-09,FLUX UNIF,COMMERCE,125.0
2023-03-09,FLUX UNIF,SAV,542.0
2023-03-10,FLUX AD,SAV,162.0
2023-03-10,FLUX RPC,COMMERCE,1106.0
2023-03-10,FLUX RPC SAV AUTOLOC,SAV,453.0
2023-03-10,FLUX RPC SAV COMPLEX,SAV,238.0
2023-03-10,FLUX UNIF,COMMERCE,110.0
2023-03-10,FLUX UNIF,SAV,411.0
2023-03-11,FLUX AD,SAV,41.0
2023-03-11,FLUX RPC,COMMERCE,453.0
2023-03-11,FLUX RPC SAV AUTOLOC,SAV,91.0
2023-03-11,FLUX RPC SAV COMPLEX,SAV,58.0
2023-03-11,FLUX UNIF,COMMERCE,33.0
2023-03-11,FLUX UNIF,SAV,207.0
2023-03-12,FLUX AD,SAV,24.0
2023-03-12,FLUX RPC,COMMERCE,291.0
2023-03-12,FLUX RPC SAV AUTOLOC,SAV,34.0
2023-03-12,FLUX RPC SAV COMPLEX,SAV,41.0
2023-03-12,FLUX UNIF,COMMERCE,4.0
2023-03-12,FLUX UNIF,SAV,163.0
2023-03-13,FLUX AD,SAV,99.0
2023-03-13,FLUX RPC,COMMERCE,1085.0
2023-03-13,FLUX RPC SAV AUTOLOC,SAV,551.0
2023-03-13,FLUX RPC SAV COMPLEX,SAV,318.0
2023-03-13,FLUX UNIF,COMMERCE,165.0
2023-03-13,FLUX UNIF,SAV,414.0
2023-03-14,FLUX AD,SAV,144.0
2023-03-14,FLUX RPC,COMMERCE,1175.0
2023-03-14,FLUX RPC SAV AUTOLOC,SAV,521.0
2023-03-14,FLUX RPC SAV COMPLEX,SAV,288.0
2023-03-14,FLUX UNIF,COMMERCE,168.0
2023-03-14,FLUX UNIF,SAV,487.0
2023-03-15,FLUX AD,SAV,150.0
2023-03-15,FLUX RPC,COMMERCE,1149.0
2023-03-15,FLUX RPC SAV AUTOLOC,SAV,462.0
2023-03-15,FLUX RPC SAV COMPLEX,SAV,311.0
2023-03-15,FLUX UNIF,COMMERCE,142.0
2023-03-15,FLUX UNIF,SAV,473.0
2023-03-16,FLUX AD,SAV,92.0
2023-03-16,FLUX RPC,COMMERCE,1066.0
2023-03-16,FLUX RPC SAV AUTOLOC,SAV,457.0
2023-03-16,FLUX RPC SAV COMPLEX,SAV,240.0
2023-03-16,FLUX UNIF,COMMERCE,111.0
2023-03-16,FLUX UNIF,SAV,485.0
2023-03-17,FLUX AD,SAV,90.0
2023-03-17,FLUX RPC,COMMERCE,1030.0
2023-03-17,FLUX RPC SAV AUTOLOC,SAV,396.0
2023-03-17,FLUX RPC SAV COMPLEX,SAV,200.0
2023-03-17,FLUX UNIF,COMMERCE,155.0
2023-03-17,FLUX UNIF,SAV,372.0
2023-03-18,FLUX AD,SAV,36.0
2023-03-18,FLUX RPC,COMMERCE,415.0
2023-03-18,FLUX RPC SAV AUTOLOC,SAV,83.0
2023-03-18,FLUX RPC SAV COMPLEX,SAV,60.0
2023-03-18,FLUX UNIF,COMMERCE,33.0
2023-03-18,FLUX UNIF,SAV,165.0
2023-03-19,FLUX AD,SAV,17.0
2023-03-19,FLUX RPC,COMMERCE,256.0
2023-03-19,FLUX RPC SAV AUTOLOC,SAV,35.0
2023-03-19,FLUX RPC SAV COMPLEX,SAV,49.0
2023-03-19,FLUX UNIF,COMMERCE,4.0
2023-03-19,FLUX UNIF,SAV,154.0
2023-03-20,FLUX AD,SAV,188.0
2023-03-20,FLUX RPC,COMMERCE,1118.0
2023-03-20,FLUX RPC SAV AUTOLOC,SAV,515.0
2023-03-20,FLUX RPC SAV COMPLEX,SAV,318.0
2023-03-20,FLUX UNIF,COMMERCE,130.0
2023-03-20,FLUX UNIF,SAV,401.0
2023-03-21,FLUX AD,SAV,205.0
2023-03-21,FLUX RPC,COMMERCE,1213.0
2023-03-21,FLUX RPC SAV AUTOLOC,SAV,479.0
2023-03-21,FLUX RPC SAV COMPLEX,SAV,273.0
2023-03-21,FLUX UNIF,COMMERCE,156.0
2023-03-21,FLUX UNIF,SAV,441.0
2023-03-22,FLUX AD,SAV,279.0
2023-03-22,FLUX RPC,COMMERCE,982.0
2023-03-22,FLUX RPC SAV AUTOLOC,SAV,495.0
2023-03-22,FLUX RPC SAV COMPLEX,SAV,295.0
2023-03-22,FLUX UNIF,COMMERCE,125.0
2023-03-22,FLUX UNIF,SAV,492.0
2023-03-23,FLUX AD,SAV,96.0
2023-03-23,FLUX RPC,COMMERCE,1012.0
2023-03-23,FLUX RPC SAV AUTOLOC,SAV,385.0
2023-03-23,FLUX RPC SAV COMPLEX,SAV,273.0
2023-03-23,FLUX UNIF,COMMERCE,97.0
2023-03-23,FLUX UNIF,SAV,420.0
2023-03-24,FLUX AD,SAV,110.0
2023-03-24,FLUX RPC,COMMERCE,934.0
2023-03-24,FLUX RPC SAV AUTOLOC,SAV,423.0
2023-03-24,FLUX RPC SAV COMPLEX,SAV,243.0
2023-03-24,FLUX UNIF,COMMERCE,91.0
2023-03-24,FLUX UNIF,SAV,389.0
2023-03-25,FLUX AD,SAV,28.0
2023-03-25,FLUX RPC,COMMERCE,340.0
2023-03-25,FLUX RPC SAV AUTOLOC,SAV,71.0
2023-03-25,FLUX RPC SAV COMPLEX,SAV,53.0
2023-03-25,FLUX UNIF,COMMERCE,38.0
2023-03-25,FLUX UNIF,SAV,165.0
2023-03-26,FLUX AD,SAV,32.0
2023-03-26,FLUX RPC,COMMERCE,240.0
2023-03-26,FLUX RPC SAV AUTOLOC,SAV,19.0
2023-03-26,FLUX RPC SAV COMPLEX,SAV,43.0
2023-03-26,FLUX UNIF,COMMERCE,5.0
2023-03-26,FLUX UNIF,SAV,139.0
2023-03-27,FLUX AD,SAV,85.0
2023-03-27,FLUX RPC,COMMERCE,915.0
2023-03-27,FLUX RPC SAV AUTOLOC,SAV,399.0
2023-03-27,FLUX RPC SAV COMPLEX,SAV,301.0
2023-03-27,FLUX UNIF,COMMERCE,108.0
2023-03-27,FLUX UNIF,SAV,370.0
2023-03-28,FLUX AD,SAV,86.0
2023-03-28,FLUX RPC,COMMERCE,959.0
2023-03-28,FLUX RPC SAV AUTOLOC,SAV,470.0
2023-03-28,FLUX RPC SAV COMPLEX,SAV,227.0
2023-03-28,FLUX UNIF,COMMERCE,135.0
2023-03-28,FLUX UNIF,SAV,500.0
2023-03-29,FLUX AD,SAV,122.0
2023-03-29,FLUX RPC,COMMERCE,947.0
2023-03-29,FLUX RPC SAV AUTOLOC,SAV,410.0
2023-03-29,FLUX RPC SAV COMPLEX,SAV,233.0
2023-03-29,FLUX UNIF,COMMERCE,113.0
2023-03-29,FLUX UNIF,SAV,430.0
2023-03-30,FLUX AD,SAV,139.0
2023-03-30,FLUX RPC,COMMERCE,879.0
2023-03-30,FLUX RPC SAV AUTOLOC,SAV,425.0
2023-03-30,FLUX RPC SAV COMPLEX,SAV,268.0
2023-03-30,FLUX UNIF,COMMERCE,124.0
2023-03-30,FLUX UNIF,SAV,447.0
2023-03-31,FLUX AD,SAV,105.0
2023-03-31,FLUX RPC,COMMERCE,885.0
2023-03-31,FLUX RPC SAV AUTOLOC,SAV,392.0
2023-03-31,FLUX RPC SAV COMPLEX,SAV,279.0
2023-03-31,FLUX UNIF,COMMERCE,100.0
2023-03-31,FLUX UNIF,SAV,402.0
2023-04-01,FLUX AD,SAV,34.0
2023-04-01,FLUX RPC,COMMERCE,396.0
2023-04-01,FLUX RPC SAV AUTOLOC,SAV,74.0
2023-04-01,FLUX RPC SAV COMPLEX,SAV,54.0
2023-04-01,FLUX UNIF,COMMERCE,16.0
2023-04-01,FLUX UNIF,SAV,210.0
2023-04-02,FLUX AD,SAV,23.0
2023-04-02,FLUX RPC,COMMERCE,253.0
2023-04-02,FLUX RPC SAV AUTOLOC,SAV,30.0
2023-04-02,FLUX RPC SAV COMPLEX,SAV,36.0
2023-04-02,FLUX UNIF,COMMERCE,4.0
2023-04-02,FLUX UNIF,SAV,182.0
2023-04-03,FLUX AD,SAV,103.0
2023-04-03,FLUX RPC,COMMERCE,1151.0
2023-04-03,FLUX RPC SAV AUTOLOC,SAV,424.0
2023-04-03,FLUX RPC SAV COMPLEX,SAV,326.0
2023-04-03,FLUX UNIF,COMMERCE,127.0
2023-04-03,FLUX UNIF,SAV,559.0
2023-04-04,FLUX AD,SAV,85.0
2023-04-04,FLUX RPC,COMMERCE,1110.0
2023-04-04,FLUX RPC SAV AUTOLOC,SAV,415.0
2023-04-04,FLUX RPC SAV COMPLEX,SAV,227.0
2023-04-04,FLUX UNIF,COMMERCE,110.0
2023-04-04,FLUX UNIF,SAV,452.0
2023-04-05,FLUX AD,SAV,112.0
2023-04-05,FLUX RPC,COMMERCE,1126.0
2023-04-05,FLUX RPC SAV AUTOLOC,SAV,398.0
2023-04-05,FLUX RPC SAV COMPLEX,SAV,288.0
2023-04-05,FLUX UNIF,COMMERCE,107.0
2023-04-05,FLUX UNIF,SAV,553.0
2023-04-06,FLUX AD,SAV,135.0
2023-04-06,FLUX RPC,COMMERCE,1256.0
2023-04-06,FLUX RPC SAV AUTOLOC,SAV,544.0
2023-04-06,FLUX RPC SAV COMPLEX,SAV,282.0
2023-04-06,FLUX UNIF,COMMERCE,120.0
2023-04-06,FLUX UNIF,SAV,523.0
2023-04-07,FLUX AD,SAV,100.0
2023-04-07,FLUX RPC,COMMERCE,937.0
2023-04-07,FLUX RPC SAV AUTOLOC,SAV,391.0
2023-04-07,FLUX RPC SAV COMPLEX,SAV,274.0
2023-04-07,FLUX UNIF,COMMERCE,138.0
2023-04-07,FLUX UNIF,SAV,423.0
2023-04-08,FLUX AD,SAV,36.0
2023-04-08,FLUX RPC,COMMERCE,424.0
2023-04-08,FLUX RPC SAV AUTOLOC,SAV,56.0
2023-04-08,FLUX RPC SAV COMPLEX,SAV,64.0
2023-04-08,FLUX UNIF,COMMERCE,38.0
2023-04-08,FLUX UNIF,SAV,160.0
2023-04-09,FLUX AD,SAV,25.0
2023-04-09,FLUX RPC,COMMERCE,224.0
2023-04-09,FLUX RPC SAV AUTOLOC,SAV,15.0
2023-04-09,FLUX RPC SAV COMPLEX,SAV,18.0
2023-04-09,FLUX UNIF,COMMERCE,8.0
2023-04-09,FLUX UNIF,SAV,100.0
2023-04-10,FLUX AD,SAV,32.0
2023-04-10,FLUX RPC,COMMERCE,338.0
2023-04-10,FLUX RPC SAV AUTOLOC,SAV,20.0
2023-04-10,FLUX RPC SAV COMPLEX,SAV,40.0
2023-04-10,FLUX UNIF,COMMERCE,7.0
2023-04-10,FLUX UNIF,SAV,159.0
2023-04-11,FLUX AD,SAV,151.0
2023-04-11,FLUX RPC,COMMERCE,1273.0
2023-04-11,FLUX RPC SAV AUTOLOC,SAV,504.0
2023-04-11,FLUX RPC SAV COMPLEX,SAV,280.0
2023-04-11,FLUX UNIF,COMMERCE,147.0
2023-04-11,FLUX UNIF,SAV,457.0
2023-04-12,FLUX AD,SAV,117.0
2023-04-12,FLUX RPC,COMMERCE,1369.0
2023-04-12,FLUX RPC SAV AUTOLOC,SAV,434.0
2023-04-12,FLUX RPC SAV COMPLEX,SAV,321.0
2023-04-12,FLUX UNIF,COMMERCE,140.0
2023-04-12,FLUX UNIF,SAV,514.0
2023-04-13,FLUX AD,SAV,141.0
2023-04-13,FLUX RPC,COMMERCE,1260.0
2023-04-13,FLUX RPC SAV AUTOLOC,SAV,479.0
2023-04-13,FLUX RPC SAV COMPLEX,SAV,272.0
2023-04-13,FLUX UNIF,COMMERCE,118.0
2023-04-13,FLUX UNIF,SAV,515.0
2023-04-14,FLUX AD,SAV,119.0
2023-04-14,FLUX RPC,COMMERCE,1021.0
2023-04-14,FLUX RPC SAV AUTOLOC,SAV,432.0
2023-04-14,FLUX RPC SAV COMPLEX,SAV,246.0
2023-04-14,FLUX UNIF,COMMERCE,116.0
2023-04-14,FLUX UNIF,SAV,486.0
2023-04-15,FLUX AD,SAV,40.0
2023-04-15,FLUX RPC,COMMERCE,473.0
2023-04-15,FLUX RPC SAV AUTOLOC,SAV,81.0
2023-04-15,FLUX RPC SAV COMPLEX,SAV,46.0
2023-04-15,FLUX UNIF,COMMERCE,30.0
2023-04-15,FLUX UNIF,SAV,222.0
2023-04-16,FLUX AD,SAV,28.0
2023-04-16,FLUX RPC,COMMERCE,297.0
2023-04-16,FLUX RPC SAV AUTOLOC,SAV,20.0
2023-04-16,FLUX RPC SAV COMPLEX,SAV,37.0
2023-04-16,FLUX UNIF,COMMERCE,11.0
2023-04-16,FLUX UNIF,SAV,153.0
2023-04-17,FLUX AD,SAV,121.0
2023-04-17,FLUX RPC,COMMERCE,1127.0
2023-04-17,FLUX RPC SAV AUTOLOC,SAV,468.0
2023-04-17,FLUX RPC SAV COMPLEX,SAV,335.0
2023-04-17,FLUX UNIF,COMMERCE,124.0
2023-04-17,FLUX UNIF,SAV,435.0
2023-04-18,FLUX AD,SAV,110.0
2023-04-18,FLUX RPC,COMMERCE,1249.0
2023-04-18,FLUX RPC SAV AUTOLOC,SAV,484.0
2023-04-18,FLUX RPC SAV COMPLEX,SAV,333.0
2023-04-18,FLUX UNIF,COMMERCE,126.0
2023-04-18,FLUX UNIF,SAV,478.0
2023-04-19,FLUX AD,SAV,252.0
2023-04-19,FLUX RPC,COMMERCE,1112.0
2023-04-19,FLUX RPC SAV AUTOLOC,SAV,402.0
2023-04-19,FLUX RPC SAV COMPLEX,SAV,256.0
2023-04-19,FLUX UNIF,COMMERCE,112.0
2023-04-19,FLUX UNIF,SAV,414.0
2023-04-20,FLUX AD,SAV,200.0
2023-04-20,FLUX RPC,COMMERCE,1093.0
2023-04-20,FLUX RPC SAV AUTOLOC,SAV,443.0
2023-04-20,FLUX RPC SAV COMPLEX,SAV,308.0
2023-04-20,FLUX UNIF,COMMERCE,103.0
2023-04-20,FLUX UNIF,SAV,464.0
2023-04-21,FLUX AD,SAV,155.0
2023-04-21,FLUX RPC,COMMERCE,869.0
2023-04-21,FLUX RPC SAV AUTOLOC,SAV,393.0
2023-04-21,FLUX RPC SAV COMPLEX,SAV,259.0
2023-04-21,FLUX UNIF,COMMERCE,118.0
2023-04-21,FLUX UNIF,SAV,496.0
2023-04-22,FLUX AD,SAV,30.0
2023-04-22,FLUX RPC,COMMERCE,386.0
2023-04-22,FLUX RPC SAV AUTOLOC,SAV,69.0
2023-04-22,FLUX RPC SAV COMPLEX,SAV,54.0
2023-04-22,FLUX UNIF,COMMERCE,49.0
2023-04-22,FLUX UNIF,SAV,201.0
2023-04-23,FLUX AD,SAV,29.0
2023-04-23,FLUX RPC,COMMERCE,288.0
2023-04-23,FLUX RPC SAV AUTOLOC,SAV,24.0
2023-04-23,FLUX RPC SAV COMPLEX,SAV,56.0
2023-04-23,FLUX UNIF,COMMERCE,8.0
2023-04-23,FLUX UNIF,SAV,178.0
2023-04-24,FLUX AD,SAV,181.0
2023-04-24,FLUX RPC,COMMERCE,952.0
2023-04-24,FLUX RPC SAV AUTOLOC,SAV,475.0
2023-04-24,FLUX RPC SAV COMPLEX,SAV,246.0
2023-04-24,FLUX UNIF,COMMERCE,156.0
2023-04-24,FLUX UNIF,SAV,459.0
2023-04-25,FLUX AD,SAV,94.0
2023-04-25,FLUX RPC,COMMERCE,1068.0
2023-04-25,FLUX RPC SAV AUTOLOC,SAV,394.0
2023-04-25,FLUX RPC SAV COMPLEX,SAV,299.0
2023-04-25,FLUX UNIF,COMMERCE,125.0
2023-04-25,FLUX UNIF,SAV,470.0
2023-04-26,FLUX AD,SAV,233.0
2023-04-26,FLUX RPC,COMMERCE,949.0
2023-04-26,FLUX RPC SAV AUTOLOC,SAV,497.0
2023-04-26,FLUX RPC SAV COMPLEX,SAV,273.0
2023-04-26,FLUX UNIF,COMMERCE,114.0
2023-04-26,FLUX UNIF,SAV,396.0
2023-04-27,FLUX AD,SAV,123.0
2023-04-27,FLUX RPC,COMMERCE,869.0
2023-04-27,FLUX RPC SAV AUTOLOC,SAV,468.0
2023-04-27,FLUX RPC SAV COMPLEX,SAV,216.0
2023-04-27,FLUX UNIF,COMMERCE,130.0
2023-04-27,FLUX UNIF,SAV,361.0
2023-04-28,FLUX AD,SAV,105.0
2023-04-28,FLUX RPC,COMMERCE,795.0
2023-04-28,FLUX RPC SAV AUTOLOC,SAV,379.0
2023-04-28,FLUX RPC SAV COMPLEX,SAV,215.0
2023-04-28,FLUX UNIF,COMMERCE,127.0
2023-04-28,FLUX UNIF,SAV,394.0
2023-04-29,FLUX AD,SAV,22.0
2023-04-29,FLUX RPC,COMMERCE,355.0
2023-04-29,FLUX RPC SAV AUTOLOC,SAV,60.0
2023-04-29,FLUX RPC SAV COMPLEX,SAV,39.0
2023-04-29,FLUX UNIF,COMMERCE,27.0
2023-04-29,FLUX UNIF,SAV,167.0
2023-04-30,FLUX AD,SAV,14.0
2023-04-30,FLUX RPC,COMMERCE,193.0
2023-04-30,FLUX RPC SAV AUTOLOC,SAV,16.0
2023-04-30,FLUX RPC SAV COMPLEX,SAV,40.0
2023-04-30,FLUX UNIF,COMMERCE,6.0
2023-04-30,FLUX UNIF,SAV,101.0
2023-05-01,FLUX AD,SAV,26.0
2023-05-01,FLUX RPC,COMMERCE,300.0
2023-05-01,FLUX RPC SAV AUTOLOC,SAV,25.0
2023-05-01,FLUX RPC SAV COMPLEX,SAV,49.0
2023-05-01,FLUX UNIF,COMMERCE,4.0
2023-05-01,FLUX UNIF,SAV,147.0
2023-05-02,FLUX AD,SAV,105.0
2023-05-02,FLUX RPC,COMMERCE,1011.0
2023-05-02,FLUX RPC SAV AUTOLOC,SAV,525.0
2023-05-02,FLUX RPC SAV COMPLEX,SAV,254.0
2023-05-02,FLUX UNIF,COMMERCE,138.0
2023-05-02,FLUX UNIF,SAV,435.0
2023-05-03,FLUX AD,SAV,151.0
2023-05-03,FLUX RPC,COMMERCE,1179.0
2023-05-03,FLUX RPC SAV AUTOLOC,SAV,489.0
2023-05-03,FLUX RPC SAV COMPLEX,SAV,310.0
2023-05-03,FLUX UNIF,COMMERCE,149.0
2023-05-03,FLUX UNIF,SAV,635.0
2023-05-04,FLUX AD,SAV,134.0
2023-05-04,FLUX RPC,COMMERCE,1037.0
2023-05-04,FLUX RPC SAV AUTOLOC,SAV,487.0
2023-05-04,FLUX RPC SAV COMPLEX,SAV,274.0
2023-05-04,FLUX UNIF,COMMERCE,132.0
2023-05-04,FLUX UNIF,SAV,462.0
2023-05-05,FLUX AD,SAV,119.0
2023-05-05,FLUX RPC,COMMERCE,995.0
2023-05-05,FLUX RPC SAV AUTOLOC,SAV,454.0
2023-05-05,FLUX RPC SAV COMPLEX,SAV,245.0
2023-05-05,FLUX UNIF,COMMERCE,122.0
2023-05-05,FLUX UNIF,SAV,432.0
2023-05-06,FLUX AD,SAV,36.0
2023-05-06,FLUX RPC,COMMERCE,452.0
2023-05-06,FLUX RPC SAV AUTOLOC,SAV,91.0
2023-05-06,FLUX RPC SAV COMPLEX,SAV,75.0
2023-05-06,FLUX UNIF,COMMERCE,41.0
2023-05-06,FLUX UNIF,SAV,216.0
2023-05-07,FLUX AD,SAV,25.0
2023-05-07,FLUX RPC,COMMERCE,247.0
2023-05-07,FLUX RPC SAV AUTOLOC,SAV,14.0
2023-05-07,FLUX RPC SAV COMPLEX,SAV,50.0
2023-05-07,FLUX UNIF,COMMERCE,6.0
2023-05-07,FLUX UNIF,SAV,166.0
2023-05-08,FLUX AD,SAV,53.0
2023-05-08,FLUX RPC,COMMERCE,436.0
2023-05-08,FLUX RPC SAV AUTOLOC,SAV,36.0
